OID;SKU;Quantity
74148122300131;X4R70RX;1
74148122348121;GG370U;1
74148122372111;GG9778U;13
74148122372112;GGH329U;3
74148122372113;X0N84RX-ZX;2
74148122390231;777394-K21;3
74148122390231;C0L99U;1
74148122390231;GG9137U;1
74148122390231;GGC106K;1
74148122390231;Q4U60RX-ZX;1
74148122390231;UP863U;1
74148122390231;X4K28RX-ZX;1
74148122390231;X4K76EX-ZX;3
74148122390231;X5W76RX-ZX;1
74148122390231;X6Q49EX-ZX;4
74148122390231;X9K76RX-ZX;3
74148122528221;W7Q66RX-ZX;1
74148122726741;776973-425;4
74148122792531;491337-K21;1
74148122792531;GG325U;4
74148122792531;GG9540U;2
74148122792531;GG9780U;3
74148122792531;GG9C06EX-ZX;7
74148122792531;P9H89U;1
74148122792531;Q8K40RA-ZX;1
74148122792531;X0E95RX-ZX;1
74148122792531;X6Q41EX-ZX;17
74148122792531;X7W10EX-ZX;1
74148122792532;X4R69EX-ZXU;1
74148122792533;662257-421;1
74148122792533;V2F33RX;1
74148122792533;W4Q16EX-ZX;1
74148122792533;X0E98RX-ZX;1
74148122792533;X9X34RX-ZX;1
74148122882861;GG9626U;2
74148122882861;GGG300U;1
74148122882861;GGG304K;1
74148122882861;GGG312U;1
74148122882861;GGG936U;1
74148122882861;K5H59U4;1
74148122882861;NK033UU;1
74148122882861;V8L77RX-ZX;4
74148122882861;X9K81RX-ZX;1
74148122912421;Q3Q20EX-ZX;6
74148122990751;GG858U;1
74148123020211;X4H57RX-ZX;1
74148123188121;E4U30UU;1
74148123326111;F4M97UX;2
74148123518121;GG9793U;2
74148123740141;XN375UU;1
74148123740142;GGG543U;6
74148123776111;7Q13UX;1
74148123776112;GG318K;1
74148123872231;GG313K;1
74148123872231;GG9452U;1
74148123872231;GG9792U3;1
74148123872231;GGE022U;4
74148123872231;GGE067U;1
74148123872231;GGE073K;1
74148123872231;GGG708U;1
74148123872231;GGG962U;1
74148123872231;KL532U;1
74148123872231;UM867U;1
74148123872231;W4P92UW-ZX;1
74148123872231;W4U51RX-ZXU;3
74148123872231;X0N96RX-ZX;1
74148123872231;ZX242U;3
74148123956121;GG315U;1
74148123956122;GG9664U;1
74148123956123;666157-K21;5
74148123956123;727029-K21;4
74148123956123;784106-425;2
74148123956123;785836-K21;7
74148123956123;GG9562U;1
74148123956123;GG9576U;1
74148123956123;GG9584U;1
74148123956123;GG9585U;10
74148123956123;GGE074U;1
74148123956123;GGG219K;9
74148123956123;GGG960U;3
74148123956123;GGG963U;1
74148123962111;GGH330U;1
74148124208111;860070-425;3
74148124208111;GG9854U;1
74148124208111;GGC100U;2
74148124208111;GGG091U;14
74148124208111;GGG922U;1
74148124208111;GGG923U;6
74148124208111;GGG941U;1
74148124208111;X7V50RX-ZX;1
74148124310221;GGG537U;4
74148124310221;GGG538U;1
74148124310221;GGG539U;4
74148124310221;X5K50RX-ZX;5
74148124370361;GGG912U;1
74148124370362;GGE066U;6
74148124382331;GG319U;9
74148124382332;GGL003U;1
74148124430341;GGG928U;2
74148124508351;GGL255U;7
74148124700111;GGG933U;1
74148124916241;X4P58UW-ZX;1
74148125018131;507339-421;1
74148125018131;516256-421;1
74148125018131;GG9064U;4
74148125018131;GG9980U;1
74148125018131;GG9981U;1
74148125018131;GGE061U;1
74148125018131;GGG311U;1
74148125018131;GGG925U;1
74148125018131;GGG932U;1
74148125018131;GGL260U;25
74148125048111;P0U00UU-ZX;7
74148125108121;X6P03RA;8
74148125336121;Q3Q25EX-ZX;1
74148125786111;X9K83RX-ZX;5
74148125786112;7P72UX;3
74148125786112;GGL256U;1
74148125786112;M5V14RX-ZX;12
74148125786112;UM870U;5
74148125786113;X7K66UX;1
74148125978111;492337-K21;1
74148125978111;642121-421;7
74148125978111;837826-421;4
74148125978111;843374-425;4
74148125978111;GG9825U;1
74148125978111;X9K56UW-ZX;6
74148125978111;X9K77RX-ZX;1
74148126032231;Q8K63RX-ZX;1
74148126044221;X4P55UW-ZX;1
74148126572111;727027-K21;1
74148126590121;U9S75UU;4
74148126614241;X6N55RX-ZX;1
74148126626231;760133-K21;1
74148126626231;830702-425;1
74148126626231;GGG536U;1
74148126626231;M9U07U;1
74148126626231;W6Q06RX-ZX;1
74148126626231;X0E99RX-ZX;4
74148126626231;X2F46RX-ZX;6
74148126752221;V7R50RX-ZX;10
74148126752221;X6X93RX-ZX;1
74148126944231;X9K59UW-ZX;1
74148127280251;C9E49UU;1
74148127280251;GG9532U;1
74148127280251;GG9777U;12
74148127280251;GGE015U;12
74148127292241;X5C58RX-ZX;1
74148127316231;K7K99U4;1
74148127358111;GG9533U;1
74148127394121;GG9C74RX-ZX;4
74148127466221;646676-421;4
74148127466221;GG9623U;5
74148127466221;GG9729U;1
74148127466221;N3C01UX;11
74148127466221;P4Q42RX-ZX;1
74148127466221;W2W94RX-ZX;1
74148127694111;P6S25UW;1
74148128072111;703931-421;1
74148128072111;737287-425;1
74148128072111;788148-425;1
74148128072111;GG374U;1
74148128072111;GG864U;1
74148128072111;N6Q12RX-ZX;4
74148128072111;Q3K07EX-ZX;2
74148128072111;Q7W47RX-ZX;1
74148128072111;W8Q72RX-ZX;1
74148128072111;X1E45RX-ZX;1
74148128072111;X4K41RA-ZX;2
74148128072111;X6Q27RA-ZX;1
74148128072111;X7W01EX-ZXU;1
74148128072111;X9X60EX-ZX;21
74148128114221;Q8K43RX-ZX;4
74148128189121;GG7Q75UU;1
74148128189121;V9H83UW-ZX;6
74148128249381;GGC101U;1
74148128273241;Q3Q19RA;1
74148128393131;Q8K55RX-ZX;1
74148128393132;507782-K21;1
74148128393132;803860-K21;5
74148128393132;830572-K21;1
74148128393132;F8C55UU;2
74148128393132;GGG302K;3
74148128393132;GGG934U;3
74148128393132;K7X27UX;2
74148128393132;X0E92RX-ZX;1
74148128393132;X0N34RX-ZX;1
74148128393132;X3K10RX;1
74148128393132;X4GG06EX-ZX;2
74148128393132;X4R06RX-ZXU;3
74148128393132;X7V62RX-ZX;1
74148128393132;X9K57UW-ZX;4
74148128393132;X9X08RX;1
74148128487351;470065-822;2
74148128487352;GG319K;4
74148128487352;GG369U;1
74148128487352;GG377U;1
74148128487352;GG9448U;1
74148128487352;GGC104U;5
74148128487352;GGF844U;1
74148128487352;GGG304U;1
74148128487352;GGH327U;13
74148128487352;M4R64RX-ZX;1
74148128487352;M9U08U;1
74148128487352;N0P75RX-ZX;4
74148128487352;P1G41RX-ZXU;10
74148128487352;UGG820U;2
74148128487352;W3P92RX;13
74148128487352;X0Q12RA-ZX;3
74148128511231;GGG240U;10
74148128529241;GG9587U;1
74148128529241;M9U09U;1
74148128529241;P4F93RX-ZX;3
74148128529241;W3M14EX-ZX;1
74148128529241;X0F00RX-ZX;4
74148128529241;X0P09RA-ZX;1
74148128529241;X2F00RX-ZX;1
74148128529241;X3M78UU;13
74148128529241;X9X62RX-ZX;1
74148128592021;GG9794U;1
74148128592031;GGG303U;1
74148128592091;K0Q34UU;1
74148128592092;X6Q40EX-ZX;1
74148128604061;X3X16UW-ZX;1
74148128687041;443529-K21;1
74148128783011;500922-421;4
74148128813021;765821-421;1
74148128900051;V1C37RX-ZX;1
74148128900052;GGE057U;1
74148128900053;X4R68RX;1
74148129104021;GGG306C;1
74148129194041;V1C40RX-ZX;1
74148129194042;X0F12RX-ZX;1
74148129332031;P5K00EX;1
74148129332032;7P53U4;1
74148129500111;C9F26UU;2
74148129500111;N001RX-ZX;1
74148129500111;X0F06RX;1
74148129500111;X7W00RX-ZX;6
74148129512051;X0N05UU;2
74148129512052;X5C46RX-ZX;1
74148129536071;GG9776U;1
74148129542041;GGG305U;11
74148129542042;778457-K21;6
74148129542042;GG332U;1
74148129542042;GGG315K;7
74148129542042;Q8K56RX-ZX;1
74148129542042;V8L66RX-ZX;1
74148129542043;492334-K21;1
74148129542043;633405-421;1
74148129542043;666160-K21;1
74148129542043;668815-421;7
74148129542043;777424-K21;1
74148129542043;GG9311U;11
74148129542043;GG9728U;1
74148129542043;GGH237U;1
74148129542043;UW575K;2
74148129542043;V8L64RX-ZX;2
74148129542043;W8P00RX-ZX;1
74148129542043;X7V56RX-ZX;9
74148129542044;GGE094U;10
74148129572051;677278-421;1
74148129698101;W5U00UW-ZX;1
74148129704081;X6Q53EX-ZX;1
74148129770031;678237-041;12
74148129776021;GGE047U;1
74148129884061;717170-421;1
74148129884061;GGG296U;1
74148129884061;GGG896U;4
74148129950041;V8L72RX-ZX;1
74148129950101;666159-K21;1
74148129950101;F3GG72UX;1
74148129950101;F6S74RX-ZX;1
74148129950101;X6Q59RX;1
74148129986021;X7W12EX-ZX;1
74148130040061;X3GG17RX-ZX;5
74148130040061;X7V54RX-ZX;1
74148130202081;733739-421;3
74148130202081;774435-425;3
74148130202081;838502-421;1
74148130202081;EF224UX;3
74148130202081;G1X73RX-ZX;1
74148130202081;GG378U;10
74148130202081;GG9826U;13
74148130202081;GG9868U;3
74148130202081;GG9C13RX-ZX;4
74148130202081;GGE005U;1
74148130202081;GGG307U;13
74148130202081;N8P75RX-ZX;1
74148130202081;Q8K64RX-ZX;23
74148130202081;V7Q81RX-ZXU;1
74148130202081;X5E36UW-ZX;10
74148130244031;752686-K21;1
74148130244031;GG372U;2
74148130244031;GGG299U;1
74148130244031;L2S55RX-ZX;6
74148130244031;V1U81RX-ZX;1
74148130244031;X2F50RX-ZX;1
74148130244032;642106-421;2
74148130244032;GG9663U;1
74148130244032;GGC103K;1
74148130244032;GGL258U;1
74148130244032;N0P81RX;1
74148130244032;P1G42RX-ZXU;1
74148130244032;P1K48RX-ZX;1
74148130244032;P9H90U;1
74148130244032;V200UW-ZX;1
74148130244032;V7Q81RX-ZX;1
74148130244032;W7U90RX-ZX;12
74148130244032;X3W47UW-ZX;1
74148130244032;X8R81UW-ZX;1
74148130244033;P4Q50UW-ZX;1
74148130292061;727030-K21;6
74148130442021;GG9834U;1
74148130508051;818209-K21;1
74148130508052;GGG913U;1
74148130628031;W8Q67RX-ZX;3
74148130628032;X7V58EX-ZX;10
74148130784101;642105-421;1
74148130784101;837829-421;1
74148130784101;C0H18U;6
74148130784101;M4R47RX-ZX;1
74148130784101;X0P11RA-ZX;1
74148130784101;X4GG52EX-ZXU;1
74148130820091;X5K63RX-ZX;7
74148130820092;X6X39RA-ZX;1
74148130820093;X8R83UW-ZX;2
74148130856071;500041-K21;2
74148130856071;GG334U;1
74148130856071;GG9263U;1
74148130856071;GG9G67UU;1
74148130856071;GGC104K;1
74148130856071;M4R70RX-ZX;3
74148130856071;N9R55RX-ZX;1
74148130856071;P5U08RX-ZX;1
74148130856071;X0F03RX-ZX;1
74148130856071;X0L81RX-ZX;2
74148130856071;X4K63EX-ZX;1
74148130856071;X7H69RX-ZX;1
74148130868031;P5R65RA-ZX;1
74148130892121;P0U60RX-ZX;1
74148130916111;603251-K21;1
74148130916111;668813-421;1
74148130916111;C427UU;3
74148130916111;M1P04UX;4
74148130916111;Q8K66RX-ZX;1
74148130916111;V2F27RX;4
74148130916111;W8Q53RX-ZX;1
74148130916111;X9X09RX-ZX;1
74148130952011;642120-421;1
74148130952011;GG9639U;1
74148130952011;GGG894U;1
74148130952011;N1W94U;1
74148130952011;P6S26UW;1
74148130952011;Q8K67RA-ZX;4
74148130952011;V2H43RX-ZX;2
74148130952011;X3M88UU;1
74148130952011;X9S94RX;1
74148130952011;X9X14EX-ZX;1
74148130988021;X9K74RX-ZX;1
74148131012071;GG9824U;1
74148131120011;668357-K21;1
74148131204061;W109RX-ZX;4
74148131282051;P2GG43RX-ZX;9
74148131390101;470065-654;2
74148131390101;L4P52U;1
74148131390101;M4R67RX-ZX;1
74148131390101;M9S89RX;13
74148131390101;P1G36EX-ZXU;4
74148131390101;Q3Q46RA-ZX;1
74148131390101;V8R31RX-ZX;1
74148131390101;X0N78RA-ZX;1
74148131390101;X3GG19RX-ZX;1
74148131390101;X9X55RX-ZXU;1
74148131462081;668666-421;1
74148131462081;778452-K21;1
74148131462081;GG2V34RX-ZX;1
74148131462081;GG9C04EX-ZX;1
74148131462081;M5V07RX-ZX;1
74148131462081;Q8K46RX-ZX;1
74148131462081;Q8K68RX-ZX;1
74148131462081;Q8R13RX-ZX;6
74148131462081;W3L13UU;3
74148131462081;W8Q51RX-ZX;1
74148131462081;X0N79RA-ZX;2
74148131462081;X0N83RA-ZX;1
74148131462081;X3GG11EX-ZX;1
74148131462081;X4K60EX-ZXK;1
74148131462081;X9E28UW-ZX;1
74148131522051;M9K17EX;1
74148131528011;X1F48RX-ZX;1
74148131528012;M9K18RX-ZXU;1
74148131588061;492336-K21;11
74148131588062;P3GG44RX;1
74148131588071;EM886UX;11
74148131630121;X6Q50EX-ZX;2
74148131630122;W4U89RX-ZX;1
74148131636021;X3K11RX-ZX;1
74148131660031;490932-421;16
74148131666111;830701-425;1
74148131684091;GG9661U;1
74148131684091;UM445U;1
74148131756121;P4N86EX-ZXU;2
74148131780101;Q4C11UW-ZX;3
74148131804051;X7W02RX-ZX;1
74148131828021;X9X61EX-ZX;1
74148131924011;C9V75UX;1
74148131942091;Q3Q42EX-ZX;1
74148131990131;X6Q43EX-ZX;1
74148132056081;724082-K21;1
74148132092021;860104-425;1
74148132110081;M9U10U;1
74148132182031;M3G77U;1
74148132212071;GGC691U;1
74148132272171;668668-421;1
74148132290141;646675-421;3
74148132290141;686134-425;1
74148132290141;704558-421;1
74148132290141;823562-K21;1
74148132290141;GG2V34RX-ZXU;1
74148132290141;GG9979U;1
74148132290141;GG9983U;1
74148132290141;GGG939U;2
74148132290141;N3X46UW-ZX;1
74148132290141;Q7W37RX-ZX;1
74148132290141;Q8K45RX-ZX;1
74148132290141;Q8K51RX-ZX;13
74148132290141;W7Q19RX-ZX;1
74148132290141;X3GG15RX-ZX;1
74148132290141;X9K80RX-ZX;1
74148132302101;GS917UX;1
74148132314131;X3GG14EX-ZX;1
74148132332111;675420-421;3
74148132392011;X0E96RX-ZX;7
74148132392041;579240-421;9
74148132422151;642137-421;1
74148132458041;GG320K;1
74148132458041;GG9146U;1
74148132458041;GG9783U;1
74148132458041;GG9823U;1
74148132458041;GG9C18RX-ZX;1
74148132458041;GGC772U;1
74148132458041;GGG924U;3
74148132458041;K7C09U4;11
74148132458041;Q4U10RX-ZX;7
74148132458041;Q5W04UW-ZX;1
74148132458041;U1X76UU;1
74148132458041;X6Q45EX-ZX;3
74148132458041;X6Q54RX;10
74148132458041;ZX377U;1
74148132458042;M0K20RX-ZX;1
74148132458043;733738-421;6
74148132458044;768345-425;1
74148132458044;777160-421;1
74148132458044;C9V73UX;1
74148132458044;F7U17RX-ZX;1
74148132458044;GG311U;1
74148132458044;GGG542U;1
74148132458044;X3U10UW-ZX;1
74148132470081;784105-425;2
74148132470081;GG9C11EX-ZX;7
74148132470081;GGH178U;1
74148132470081;N6Q58RX-ZX;1
74148132470081;Q0X51RX-ZX;1
74148132470081;UM447U;2
74148132470081;X3GG07RX-ZX;6
74148132470081;X3K75RA-ZX;1
74148132470081;X4R73RX;1
74148132470081;X6R25RA-ZX;1
74148132470081;X7V51EX-ZX;8
74148132470081;X7V61RX-ZX;1
74148132470081;X7W01RX-ZX;1
74148132470081;X7W15RX-ZX;1
74148132470081;X9X14RX-ZX;1
74148132483151;Q8K49RX-ZX;10
74148132512011;GG9146U;1
74148132512031;Q5W04UW-ZX;3
74148132519141;Q6F43RX-ZX;1
74148132560061;X3GG08RX-ZX;10
74148132560062;491335-421;3
74148132681131;752687-K21;12
74148132693101;642119-421;25
74148132722051;P2Q63RA-ZX;2
74148132722052;658247-K21;1
74148132722052;823559-K21;3
74148132722052;GG8474U;1
74148132722052;GG9C11EX-ZX;1
74148132722052;GGG301U;8
74148132722052;GGH017U;2
74148132722052;Q5W06UW-ZX;1
74148132722052;W7U91RX-ZX;3
74148132722052;X0F02RX-ZX;1
74148132722052;X0F07RX-ZX;1
74148132722052;X3M70UU;10
74148132722052;X3W51UW-ZX;1
74148132722052;X4H60RX-ZX;1
74148132722053;W7U91RX-ZX;3
74148132722054;X7W10RX-ZX;1
74148132783121;648255-421;1
74148132896051;P2U80RX-ZX;1
74148132962101;M1F41UU;1
74148132992041;GG9779U;2
74148133022011;X0P10RA-ZX;3
74148133028021;K1U77U4;1
74148133058031;L2X06RX-ZX;1
74148133142071;658247-K21;1
74148133148061;P4X48RX-ZX;1
74148133178041;Q3K07RX-ZX;12
74148133178042;M5V03RX-ZX;2
74148133178043;GG8474U;2
74148133178043;GGH017U;1
74148133178043;X3K57RX-ZX;3
74148133178044;GGG898U;13
74148133226171;GG9019K;8
74148133226171;K1U77U4;3
74148133226171;L2X06RX-ZX;1
74148133226171;L4P51U;3
74148133226171;Q8K54RX-ZX;1
74148133226171;W4M90RX-ZX;1
74148133226171;X9X43RX-ZX;3
74148133244091;641458-425;9
74148133286101;752687-K21;13
74148133286101;LL543UU;1
74148133286101;M5V03RX-ZX;4
74148133286101;V8L70RX-ZX;17
74148133286101;X9X34RX-ZXU;1
74148133298081;752687-K21;1
74148133346031;646902-421;7
74148133412051;P4X48RX-ZX;1
74148133460181;X4K78EX-ZX;12
74148133466161;646902-421;1
74148133466161;GGG726U;1
74148133466161;P2U80RX-ZX;1
74148133466161;Q8K54RX-ZX;1
74148133466161;V1K10RX-ZX;7
74148133466161;W8P11RX-ZX;1
74148133466161;X6Q47EX-ZX;3
74148133466161;X9X20RX-ZX;1
74148133514021;Q5W06UW-ZX;1
74148133514151;X9X14RX-ZX;1
74148133526071;X4K32RX-ZX;1
74148133526072;838503-421;1
74148133526072;GG986K;1
74148133526072;P6S27UW-ZX;1
74148133526072;Q8K58RX-ZX;1
74148133526072;V8L70RX-ZX;3
74148133526072;W4X32RX-ZX;1
74148133526072;X2F51RX-ZX;2
74148133526072;X7V61RX-ZX;1
74148133526072;X7W17RX-ZX;1
74148133526072;XW476U4;4
74148133526073;666161-K21;4
74148133730041;GGH016U;3
74148133742011;X9K60UW-ZX;1
74148133814021;X7V61RX-ZX;3
74148133874081;666161-K21;13
74148133905151;835847-425;1
74148133905151;860103-425;4
74148133905151;M1N99UX;1
74148133905151;P2GG59RA-ZX;1
74148133905151;X7U87UW-ZX;2
74148133946051;GGG336U;1
74148133964111;C6Q18U4;1
74148133970011;687567-425;4
74148133970011;GG986K;1
74148133970011;GGG336U;4
74148133970011;GGH018U;1
74148133970011;W7Q21RX-ZX;1
74148133970011;W8U29RX-ZX;2
74148133970011;X1K73RX-ZX;1
74148133970011;X4K78EX-ZX;11
74148133970011;X4R73RX;4
74148133970011;X7N25UW-ZX;6
74148133970012;X6N53RX-ZXU;10
74148133970013;X2F51RX-ZX;1
74148133970014;GG9800U;1
74148134078141;W2V80RX-ZX;7
74148134108121;733644-425;8
74148134108122;X3GG10EX-ZX;1
74148134132071;GG330U;4
74148134132071;GG9856U;3
74148134132071;P6S29UW;1
74148134132071;W0X08RX-ZX;1
74148134132071;X0N82RA-ZX;1
74148134132071;X3M86UU;1
74148134132071;X9X09EX-ZX;4
74148134150131;687567-425;1
74148134156061;765819-421;1
74148134192081;X9X43EX-ZX;1
74148134198091;N9R63RX-ZX;1
74148134204021;C6Q18U4;1
74148134216041;733644-425;6
74148134216041;9E49UU;1
74148134216041;GG9279U;1
74148134216041;N2G74U;4
74148134216041;W8P00RX-ZX;8
74148134216041;X7V61RX-ZX;2
74148134216041;X9X34RX-ZX;10
74148134253141;658250-K21;1
74148134264081;X7V61RX-ZX;2
74148134264082;GG869U;1
74148134289221;GG9979U;1
74148134318051;737287-425;1
74148134318051;K7K99U4;1
74148134318051;N0P75RX-ZX;8
74148134318051;N8P75RX-ZX;10
74148134318051;W3M13EX-ZX;1
74148134318051;W4U90RX-ZX;3
74148134318051;X4K26RX-ZX;5
74148134318051;X9K58UW-ZX;1
74148134324101;GG2V34RX-ZXU;1
74148134324101;GG864U;1
74148134324101;GG8772K;1
74148134324101;GG9586U;1
74148134324101;GGG315U;1
74148134324101;GGG932U;1
74148134324101;GGG939U;1
74148134324101;P6S26UW;1
74148134324101;Q8K49RX-ZX;1
74148134324101;X4GG06EX-ZX;1
74148134331251;Q3Q25EX-ZX;1
74148134360031;GGG936U;1
74148134378071;737287-425;1
74148134385201;C6Q18U4;10
74148134403171;G1X61RX-ZXK;2
74148134433191;666161-K21;1
74148134433191;GG9638U;1
74148134433191;GG9800U;2
74148134433191;L4P53U;1
74148134433191;P1G36EX-ZXU;4
74148134433191;W7U91RX-ZX;3
74148134433191;X1E45RX-ZX;1
74148134433191;X3M86UU;1
74148134433191;X9S94RX;6
74148134438061;GG9137U;4
74148134445271;E9Q82U4;1
74148134445271;X0E94RX-ZX;3
74148134445271;X7V58EX-ZX;1
74148134474011;666159-K21;8
74148134474012;646900-421;1
74148134474012;GGG304K;1
74148134474012;GGG536U;12
74148134474012;K7M13UU;13
74148134474012;Q0X51RX-ZX;1
74148134474012;Q4C11UW-ZX;1
74148134474012;Q5X52RX-ZX;13
74148134474012;V7R50RX-ZX;1
74148134474012;X0F00RX-ZX;7
74148134474012;X0F12RX-ZX;1
74148134474012;X0N83RA-ZX;8
74148134474012;X9X43EX-ZX;1
74148134492041;776973-425;1
74148134492041;GG9C14RX-ZX;1
74148134492041;GGG300U;1
74148134492041;GGG349U;1
74148134492041;GGL261U;1
74148134492041;M1F41UU;1
74148134492041;M4R63RX-ZX;2
74148134492041;Q0Q04RX-ZX;1
74148134492041;Q6X42RX-ZX;7
74148134492041;Q8K64RX-ZX;1
74148134492041;V7Q81RX-ZX;1
74148134492041;VM617U4;1
74148134492041;W4X32RX-ZX;1
74148134492041;X0F00RX-ZX;1
74148134492041;X0P28RA-ZX;10
74148134535211;X4P58UW-ZX;12
74148134559151;X6R24RA-ZX;1
74148134589181;GG329U;3
74148134589181;GGG300K;4
74148134589181;GGG934U;1
74148134589181;L4P53U;5
74148134589181;P6S30UW;1
74148134589181;Q8R21RA-ZX;2
74148134589181;X3GG17RX-ZX;3
74148134589181;X9K82RX-ZX;4
74148134624031;GGG923U;1
74148134666021;GG9584U;6
74148134684131;516256-421;1
74148134684131;EH946U;1
74148134684131;Q7W37RX-ZX;1
74148134684131;X2F00RX-ZX;1
74148134714151;X6Q43EX-ZX;3
74148134726111;579240-421;7
74148134726111;GG314U;3
74148134726111;GG369U;1
74148134726111;GGE047U;1
74148134726111;GGE094U;1
74148134726111;K5H59U4;10
74148134726111;L4P51U;7
74148134726111;P4Q52UW-ZX;1
74148134726111;V1K10RX-ZX;1
74148134726111;V1N29UW-ZX;1
74148134726111;W7Q19RX-ZX;1
74148134726111;X3N97RX-ZX;1
74148134726111;X8R83UW-ZX;1
74148134726111;X9K86RX-ZX;5
74148134744071;C0L99U;1
74148134744072;X7W01EX-ZXU;13
74148134744141;X4K76EX-ZX;1
74148134786171;V7Q63RX-ZX;1
74148134894161;X7V52RX-ZX;1
74148134936011;X9X09EX-ZX;1
74148134996181;641458-425;1
74148134996181;704559-421;1
74148134996181;724085-K21;1
74148134996181;VM617U4;1
74148134996181;X0F06RX;1
74148134996182;P0U60RX-ZX;1
74148135020041;646900-421;2
74148135020041;686134-425;1
74148135020041;GG9310U;1
74148135020041;GG9792U3;4
74148135020041;M0K20RX-ZX;9
74148135020041;W4U51RX-ZXU;3
74148135020041;W4U87RX-ZX;1
74148135020041;X0F02RX-ZX;1
74148135020041;X3GG08RX-ZX;1
74148135020041;X7V51RX-ZX;1
74148135020041;X7V65RX-ZX;4
74148135020041;X9X46RX-ZXU;1
74148135032161;X0Q29RA-ZX;1
74148135038151;M4R63RX-ZX;1
74148135086101;490932-421;1
74148135086101;GG9311U;1
74148135086101;P0U60RX-ZX;1
74148135086101;V7Q81RX-ZX;1
74148135086101;X7W16RX-ZX;1
74148135092031;P6S25UW;7
74148135092032;7Q13UX;1
74148135099261;830893-421;1
74148135099261;GG998U;1
74148135099261;GGC105K;9
74148135099261;GGG225K;9
74148135099261;GGG912U;1
74148135099261;P1E43RX-ZX;3
74148135099261;Q3Q46RA-ZX;1
74148135099261;X0P11RA-ZX;1
74148135099261;X6P03RA;1
74148135099261;X9X36RX-ZX;4
74148135117211;X1E45RX-ZX;1
74148135176061;777424-K21;1
74148135176062;GGG306C;1
74148135213201;GG9783U;9
74148135213201;GGG921U;1
74148135213201;M1P02UU;1
74148135213201;M9U10U;1
74148135213201;P2Q63RA-ZX;1
74148135225241;X4K29RX-ZX;1
74148135236171;X6X93RX-ZX;1
74148135236172;X1F48RX-ZX;1
74148135236173;N9P95UU-ZX;13
74148135236174;686134-425;2
74148135237221;W4U51RX-ZX;1
74148135260081;GGG240U;1
74148135266021;GG314U;1
74148135266141;V8L64RX-ZX;13
74148135374121;N9P95UU-ZX;1
74148135399221;C9V75UX;3
74148135404141;N9P95UU-ZX;4
74148135422011;518867-K21;1
74148135422011;837826-421;1
74148135422011;GGC104U;1
74148135422011;GGL002U;2
74148135422011;X9E25UW-ZX;1
74148135422011;X9X08RX;4
74148135422071;GG9C18RX-ZX;1
74148135422071;GGE090U;1
74148135422071;GGG300U;7
74148135422071;L4P51U;1
74148135422071;X4R68RX;1
74148135422071;X9S94RX;1
74148135440171;710723-421;4
74148135470161;V2C98UW-ZX;1
74148135470211;V7R41RX;1
74148135470212;642106-421;7
74148135470213;470065-654;1
74148135470213;768345-425;1
74148135470213;GG9263U;1
74148135470213;GG9775U;1
74148135470213;GGG221U;2
74148135470213;GGG538U;1
74148135470213;N1U36RX-ZX;13
74148135470213;P2Q63RA-ZX;1
74148135470213;P2U80RX-ZX;1
74148135470213;Q3K07RX-ZX;3
74148135506181;GG9311U;6
74148135542021;GGE045U;6
74148135548101;7Q14U4;3
74148135548101;835847-425;1
74148135548101;C8R08U;1
74148135548101;GG374U;1
74148135548101;GGG238U;1
74148135548101;GGG962U;13
74148135548101;M1P02UU;13
74148135548101;M1P04UX;1
74148135548101;P0K31RX;3
74148135548101;UP862U;1
74148135548101;X0N83RA-ZX;1
74148135548101;X6Q40EX-ZX;1
74148135548101;X6R25RA-ZX;1
74148135548101;X9E25UW-ZX;8
74148135548101;X9X46RX-ZXU;1
74148135656031;X4K60EX-ZXK;3
74148135656032;X5K50RX-ZX;1
74148135752211;N6Q12RX-ZX;4
74148135758101;X2F03RX-ZX;12
74148135770241;668357-K21;1
74148135770241;860103-425;1
74148135782131;668813-421;2
74148135794021;633405-421;3
74148135866191;784104-425;1
74148135872181;X9Q81RX-ZX;3
74148135896091;P6S30UW;1
74148135944141;X4P58UW-ZX;2
74148135944142;492336-K21;1
74148135944143;516256-421;1
74148135944143;642119-421;10
74148135944143;GG9624U;3
74148135944143;GG9626U;1
74148135944143;GG9824U;1
74148135944143;KL532U;1
74148135944143;P2GG43RX-ZX;1
74148135944143;W4U90RX-ZX;1
74148135944143;X0Q29RA-ZX;9
74148135944143;X5X49RX-ZX;1
74148135944143;X7V52RX-ZX;1
74148135944143;X9K86RX-ZX;1
74148135944143;X9X36RX-ZX;1
74148135944143;X9X60EX-ZX;1
74148136059321;GG330U;1
74148136077301;V2C98UW-ZX;1
74148136082111;830701-425;13
74148136082131;GGG239U;12
74148136082141;GGE072U;1
74148136089221;P0K31RX;1
74148136112031;GGG927U;1
74148136112032;Q0X58RX-ZX;4
74148136112033;P4P60RX-ZX;7
74148136112034;X9X55RX-ZXU;1
74148136136201;GG9539U;4
74148136136201;GGE045U;1
74148136136201;GGE047U;1
74148136136201;GGG302U;2
74148136136201;K7K99U4;1
74148136136201;V8L73RX-ZX;1
74148136136201;W4N13RX-ZX;1
74148136136201;X0F14RX-ZX;1
74148136136201;X0N78RA-ZX;11
74148136166011;V1C40RX-ZX;1
74148136173281;Q5W05UW-ZX;1
74148136173282;GGG921U;1
74148136173283;642120-421;11
74148136173283;835847-425;1
74148136173283;838123-425;1
