State	 City
MI	Barryton
MI	Belmont
MI	Big Rapids
MI	Blanchard
MI	Byron Center
MI	Caledonia
MI	Cedar Springs
MI	Comstock Park
MI	Dorr
MI	Grant
MI	Hopkins
MI	Howard City
MI	Kent City
MI	Lowell
MI	Mecosta
MI	Middleville
MI	Morley
MI	Newaygo
MI	Paris
MI	Remus
MI	Rockford
MI	Sand Lake
MI	Sparta
MI	Stanwood
MI	Wayland
MI	White Cloud
MI	Allendale
MI	Coopersville
MI	Custer
MI	Douglas
MI	Fennville
MI	Fremont
MI	Fruitport
MI	Glenn
MI	Grand Haven
MI	Wyoming
MI	Grandville
MI	Hamilton
MI	Hart
MI	Hesperia
MI	Holland
MI	Holland
MI	Holton
MI	Hudsonville
MI	Jamestown
MI	Jenison
MI	Ludington
MI	Montague
MI	Muskegon
MI	Muskegon
MI	Muskegon
MI	Muskegon
MI	Muskegon Heights
MI	Muskegon
MI	North Muskegon
MI	New Era
MI	Pentwater
MI	Pullman
MI	Ravenna
MI	Rothbury
MI	Saugatuck
MI	Scottville
MI	Shelby
MI	Spring Lake
MI	Twin Lake
MI	Walkerville
MI	West Olive
MI	Whitehall
MI	Zeeland
MI	Grand Rapids
MI	Grand Rapids
MI	Grand Rapids
MI	Grand Rapids
MI	Grand Rapids
MI	Grand Rapids
MI	Kentwood
MI	Wyoming
MI	Grand Rapids
MI	Wyoming
MI	Grand Rapids
MI	Grand Rapids
MI	Grand Rapids
MI	Walker
MI	Grand Rapids
MI	Grand Rapids
MI	Grand Rapids
MI	Wyoming
MI	Kentwood
MI	Cadillac
MI	Alba
MI	Bear Lake
MI	Bellaire
MI	Benzonia
MI	Boon
MI	Brethren
MI	Buckley
MI	Central Lake
MI	Elk Rapids
MI	Evart
MI	Fife Lake
MI	Frankfort
MI	Hersey
MI	Honor
MI	Idlewild
MI	Interlochen
MI	Kalkaska
MI	Kingsley
MI	Lake City
MI	Leland
MI	Leroy
MI	Luther
MI	Mc Bain
MI	Mancelona
MI	Manistee
MI	Manton
MI	Maple City
MI	Marion
MI	Mesick
MI	Northport
MI	Onekama
MI	Rapid City
MI	Reed City
MI	South Boardman
MI	Suttons Bay
MI	Thompsonville
MI	Traverse City
MI	Traverse City
MI	Traverse City
MI	Tustin
MI	Williamsburg
MI	Mackinaw City
MI	Alanson
MI	Alpena
MI	Bay City
MI	Atlanta
MI	Boyne City
MI	Boyne Falls
MI	Brimley
MI	Cedarville
MI	Charlevoix
MI	Cheboygan
MI	De Tour Village
MI	Drummond Island
MI	East Jordan
MI	Ellsworth
MI	Gaylord
MI	Grayling
MI	Harbor Springs
MI	Herron
MI	Hillman
MI	Indian River
MI	Johannesburg
MI	Lewiston
MI	Mackinac Island
MI	Onaway
MI	Ossineke
MI	Paradise
MI	Pellston
MI	Petoskey
MI	Pickford
MI	Pointe Aux Pins
MI	Posen
MI	Rogers City
MI	Rudyard
MI	St Ignace
MI	Beaver Island
MI	Sault Sainte Marie
MI	Sault Ste Marie
MI	Sault  Marie
MI	Kincheloe
MI	Vanderbilt
MI	Wolverine
MI	Iron Mountain
MI	Kingsford
MI	Big Bay
MI	Carney
MI	Cooks
MI	Arnold
MI	Curtis
MI	Deerton
MI	Eben Junction
MI	Engadine
MI	Escanaba
MI	Felch
MI	Foster City
MI	Gladstone
MI	Grand Marais
MI	Gwinn
MI	Harris
MI	Hermansville
MI	Ishpeming
MI	Manistique
MI	Marquette
MI	Menominee
MI	Munising
MI	Negaunee
MI	Newberry
MI	Norway
MI	Powers
MI	Rapid River
MI	Republic
MI	Rock
MI	Stephenson
MI	Wilson
MI	Atlantic Mine
MI	Baraga
MI	Bergland
MI	Bessemer
MI	Calumet
MI	Laurium
MI	Chassell
MI	Copper Harbor
MI	Crystal Falls
MI	Dollar Bay
MI	Ewen
MI	Hancock
MI	Houghton
MI	Iron River
MI	Ironwood
MI	Lake Linden
MI	Lanse
MI	Mohawk
MI	Ontonagon
MI	Painesdale
MI	Pelkie
MI	Skanee
MI	South Range
MI	Toivola
MI	Wakefield
MI	Watersmeet
IA	Adair
IA	Adel
IA	Alden
IA	Alleman
IA	Altoona
IA	Ames
IA	Ames
IA	Anita
IA	Ankeny
IA	Atlantic
IA	Ankeny
IA	Audubon
IA	Baxter
IA	Blairsburg
IA	Bondurant
IA	Boone
IA	Boxholm
IA	Bussey
IA	Cambridge
IA	Carlisle
IA	Chariton
IA	Churdan
IA	Colfax
IA	Collins
IA	Colo
IA	Coon Rapids
IA	Corydon
IA	Dallas
IA	Dallas Center
IA	Desoto
IA	Dexter
IA	Dows
IA	Earlham
IA	Exira
IA	Garden Grove
IA	Gilbert
IA	Gilman
IA	Grand Junction
IA	Granger
IA	Grimes
IA	Grinnell
IA	Guthrie Center
IA	Hartford
IA	Hubbard
IA	Humeston
IA	Huxley
IA	Indianola
IA	Iowa Falls
IA	Jefferson
IA	Jewell
IA	Johnston
IA	Knoxville
IA	Lacona
IA	Lamoni
IA	Laurel
IA	Le Grand
IA	Leon
IA	Liberty Center
IA	Lineville
IA	Mc Callsburg
IA	Madrid
IA	Marshalltown
IA	Martensdale
IA	Maxwell
IA	Melcher
IA	Milo
IA	Mingo
IA	Mitchellville
IA	Monroe
IA	Montezuma
IA	Murray
IA	Nevada
IA	New Sharon
IA	Newton
IA	Norwalk
IA	Ogden
IA	Osceola
IA	Panora
IA	Pella
IA	Perry
IA	Pleasantville
IA	Polk City
IA	Prairie City
IA	Radcliffe
IA	Redfield
IA	Rippey
IA	Roland
IA	Runnells
IA	Slater
IA	State Center
IA	Story City
IA	Stratford
IA	Stuart
IA	Sully
IA	Thornburg
IA	Truro
IA	Union
IA	Van Meter
IA	Waukee
IA	West Des Moines
IA	West Des Moines
IA	Winterset
IA	Woodward
IA	Zearing
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Des Moines
IA	Urbandale
IA	Urbandale
IA	Des Moines
IA	Clive
IA	Des Moines
IA	Pleasant Hill
IA	Mason City
IA	Belmond
IA	Britt
IA	Buffalo Center
IA	Clear Lake
IA	Corwith
IA	Crystal Lake
IA	Forest City
IA	Garner
IA	Hampton
IA	Kanawha
IA	Lake Mills
IA	Latimer
IA	Manly
IA	Nora Springs
IA	Northwood
IA	Osage
IA	Riceville
IA	Rockford
IA	Rockwell
IA	St Ansgar
IA	Sheffield
IA	Titonka
IA	Ventura
IA	Ft Dodge
IA	Albert City
IA	Algona
IA	Armstrong
IA	Bancroft
IA	Barnum
IA	Bode
IA	Burnside
IA	Clarion
IA	Dakota City
IA	Dayton
IA	Eagle Grove
IA	Early
IA	Emmetsburg
IA	Farnhamville
IA	Callender
IA	Fenton
IA	Gilmore City
IA	Gowrie
IA	Humboldt
IA	Laurens
IA	Luverne
IA	Mallard
IA	Manson
IA	Newell
IA	Pocahontas
IA	Pomeroy
IA	Ringsted
IA	Rockwell City
IA	Sac City
IA	Sioux Rapids
IA	Storm Lake
IA	Swea City
IA	Webster City
IA	West Bend
IA	Ackley
IA	Allison
IA	Aplington
IA	Arlington
IA	Cedar Falls
IA	Charles City
IA	Clarksville
IA	Conrad
IA	Denver
IA	Oelwein
IA	Dike
IA	Dunkerton
IA	Eldora
IA	Elma
IA	Fairbank
IA	Fredericksburg
IA	Garwin
IA	Green Mountain
IA	Gladbrook
IA	Greene
IA	Grundy Center
IA	Hazelton
IA	Fairbank
IA	Hudson
IA	Independence
IA	Janesville
IA	Jesup
IA	La Porte City
IA	Maynard
IA	Nashua
IA	New Hampton
IA	New Hartford
IA	Oelwein
IA	Parkersburg
IA	Plainfield
IA	Readlyn
IA	Reinbeck
IA	Shell Rock
IA	Sumner
IA	Traer
IA	Tripoli
IA	Waverly
IA	Wellsburg
IA	Winthrop
IA	Waterloo
IA	Waterloo
IA	Waterloo
IA	Evansdale
IA	Elk Run Heights
IA	Creston
IA	Afton
IA	Bedford
IA	Clearfield
IA	Corning
IA	Diagonal
IA	Fontanelle
IA	Greenfield
IA	Lenox
IA	Massena
IA	Mt Ayr
IA	Orient
IA	Prescott
IA	Tingley
IA	Villisca
IA	Akron
IA	Alta
IA	Alton
IA	Anthon
IA	Aurelia
IA	Battle Creek
IA	Bronson
IA	Cherokee
IA	Cleghorn
IA	Correctionville
IA	Galva
IA	Hawarden
IA	Hinton
IA	Holstein
IA	Ireton
IA	Kingsley
IA	Lawton
IA	Le Mars
IA	Mapleton
IA	Marcus
IA	Moville
IA	Onawa
IA	Orange City
IA	Paullina
IA	Pierson
IA	Remsen
IA	Schaller
IA	Sergeant Bluff
IA	Sloan
IA	Ute
IA	Washta
IA	Whiting
IA	Sioux City
IA	Sioux City
IA	Sioux City
IA	Sioux City
IA	Sioux City
IA	Sioux City
IA	Sioux City
IA	Sheldon
IA	Boyden
IA	George
IA	Hospers
IA	Hull
IA	Inwood
IA	Little Rock
IA	Primghar
IA	Rock Rapids
IA	Rock Valley
IA	Sanborn
IA	Sibley
IA	Sioux Center
IA	Spencer
IA	Arnolds Park
IA	Estherville
IA	Everly
IA	Graettinger
IA	Hartley
IA	Lake Park
IA	Milford
IA	Royal
IA	Ruthven
IA	Spirit Lake
IA	Terril
IA	Carroll
IA	Arcadia
IA	Charter Oak
IA	Denison
IA	Glidden
IA	Ida Grove
IA	Irwin
IA	Lake City
IA	Lake View
IA	Lohrville
IA	Manilla
IA	Manning
IA	Odebolt
IA	Schleswig
IA	Vail
IA	Wall Lake
IA	Westside
IA	Council Bluffs
IA	Council Bluffs
IA	Carter Lake
IA	Avoca
IA	Carson
IA	Crescent
IA	Dow City
IA	Dunlap
IA	Elk Horn
IA	Elliott
IA	Glenwood
IA	Griswold
IA	Harlan
IA	Hastings
IA	Lewis
IA	Logan
IA	Malvern
IA	Missouri Valley
IA	Mondamin
IA	Neola
IA	Oakland
IA	Red Oak
IA	Stanton
IA	Treynor
IA	Underwood
IA	Walnut
IA	Woodbine
IA	Shenandoah
IA	Hamburg
IA	Clarinda
IA	College Springs
IA	Essex
IA	Farragut
IA	Hamburg
IA	Sidney
IA	Tabor
IA	Dubuque
IA	Dubuque
IA	Dubuque
IA	Andrew
IA	Bellevue
IA	Bernard
IA	Cascade
IA	Colesburg
IA	Delmar
IA	Dyersville
IA	Earlville
IA	Edgewood
IA	Elkader
IA	Epworth
IA	Farley
IA	Garnavillo
IA	Guttenberg
IA	Manchester
IA	Maquoketa
IA	Miles
IA	Peosta
IA	Preston
IA	Sabula
IA	Decorah
IA	Calmar
IA	Cresco
IA	Elgin
IA	Fayette
IA	Hawkeye
IA	Lansing
IA	Lime Springs
IA	McGregor
IA	Monona
IA	New Albin
IA	Ossian
IA	Postville
IA	Waterville
IA	Jackson Junction
IA	Waukon
IA	West Union
IA	Ainsworth
IA	Alburnett
IA	Anamosa
IA	Atkins
IA	Belle Plaine
IA	Brooklyn
IA	Center Point
IA	Central City
IA	Clarence
IA	Coggon
IA	Delhi
IA	Dysart
IA	Hiawatha
IA	Hills
IA	Hopkinton
IA	Iowa City
IA	Coralville
IA	Iowa City
IA	Iowa City
IA	Kalona
IA	Keota
IA	Keystone
IA	Lisbon
IA	Lost Nation
IA	Lowden
IA	Marengo
IA	Marion
IA	Mechanicsville
IA	Middle Amana
IA	Monticello
IA	Mt Vernon
IA	North English
IA	North Liberty
IA	Norway
IA	Olin
IA	Oxford
IA	Oxford Junction
IA	Riverside
IA	Robins
IA	Shellsburg
IA	Solon
IA	Springville
IA	Stanwood
IA	Tama
IA	Tiffin
IA	Toledo
IA	Troy Mills
IA	Urbana
IA	Van Horne
IA	Victor
IA	Vinton
IA	Walker
IA	Washington
IA	Wellman
IA	West Branch
IA	Williamsburg
IA	Wyoming
IA	Cedar Rapids
IA	Cedar Rapids
IA	Cedar Rapids
IA	Cedar Rapids
IA	Cedar Rapids
IA	Cedar Rapids
IA	Ottumwa
IA	Albia
IA	Birmingham
IA	Blakesburg
IA	Bloomfied
IA	Bloomfield
IA	Centerville
IA	Cincinnati
IA	Douds
IA	Eddyville
IA	Eldon
IA	Fairfield
IA	Fremont
IA	Keosauqua
IA	Libertyville
IA	Moravia
IA	Moulton
IA	Mystic
IA	Oskaloosa
IA	Packwood
IA	Seymour
IA	Sigourney
IA	Burlington
IA	Bonparte
IA	Crawfordsville
IA	Danville
IA	Denmark
IA	Donnellson
IA	Farmington
IA	Ft Madison
IA	Keokuk
IA	Mediapolis
IA	Morning Sun
IA	Mt Pleasant
IA	New London
IA	Salem
IA	Stockport
IA	Wapello
IA	Wayland
IA	West Burlington
IA	Winfield
IA	Bennett
IA	Bettendorf
IA	Blue Grass
IA	Buffalo
IA	Calamus
IA	Camanche
IA	Clinton
IA	Columbus Junction
IA	De Witt
IA	Dewitt
IA	Donahue
IA	Durant
IA	Eldridge
IA	Goose Lake
IA	Leclaire
IA	Letts
IA	Lone Tree
IA	Long Grove
IA	Muscatine
IA	Princeton
IA	Tipton
IA	Walcott
IA	West Liberty
IA	Wheatland
IA	Wilton
IA	Davenport
IA	Davenport
IA	Davenport
IA	Davenport
IA	Davenport
IA	Davenport
WI	Allenton
WI	Brookfield
WI	Campbellsport
WI	Cedarburg
WI	Cedar Grove
WI	Chilton
WI	Cleveland
WI	Colgate
WI	Delafield
WI	Eden
WI	Elkhart Lake
WI	Fredonia
WI	Germantown
WI	Grafton
WI	Hartford
WI	Hartland
WI	Horicon
WI	Hubertus
WI	Hustisford
WI	Ixonia
WI	Jackson
WI	Johnson Creek
WI	Juneau
WI	Kewaskum
WI	Kiel
WI	Kohler
WI	Brookfield
WI	Lannon
WI	Lomira
WI	Mayville
WI	Menomonee Falls
WI	Merton
WI	Neosho
WI	New Holstein
WI	Newton
WI	North Lake
WI	Oakfield
WI	Oconomowoc
WI	Oostburg
WI	Pewaukee
WI	Plymouth
WI	Port Washington
WI	Random Lake
WI	Richfield
WI	Rubicon
WI	Saukville
WI	Sheboygan
WI	Howards Grove
WI	Sheboygan
WI	Sheboygan Falls
WI	Slinger
WI	Stockbridge
WI	Sussex
WI	West Bend
WI	Theresa
WI	Mequon
WI	Watertown
WI	West Bend
WI	Mequon
WI	Watertown
WI	Big Bend
WI	Bristol
WI	Burlington
WI	Cudahy
WI	Darien
WI	Delavan
WI	Dousman
WI	Eagle
WI	East Troy
WI	Elkhorn
WI	Elm Grove
WI	Fontana
WI	Franksville
WI	Genesee Depot
WI	Genoa City
WI	Greendale
WI	Hales Corners
WI	Franklin
WI	Kansasville
WI	Kenosha
WI	Kenosha
WI	Kenosha
WI	Kenosha
WI	New Berlin
WI	Lake Geneva
WI	Mukwonago
WI	Muskego
WI	New Berlin
WI	North Prairie
WI	Oak Creek
WI	Palmyra
WI	Pleasant Prairie
WI	Salem
WI	Silver Lake
WI	South Milwaukee
WI	Sturtevant
WI	Sullivan
WI	Trevor
WI	Twin Lakes
WI	Union Grove
WI	Wales
WI	Walworth
WI	Wind Lake
WI	Waterford
WI	Waukesha
WI	Waukesha
WI	Waukesha
WI	Whitewater
WI	Williams Bay
WI	Wilmot
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Glendale
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Shorewood
WI	Whitefish Bay
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Wauwatosa
WI	Milwaukee
WI	West Milwaukee
WI	West Allis
WI	West Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Milwaukee
WI	Glendale
WI	Whitefish Bay
WI	Milwaukee
WI	Milwaukee
WI	West Allis
WI	Greenfield
WI	Milwaukee
WI	Greenfield
WI	Milwaukee
WI	Milwaukee
WI	Wauwatosa
WI	Milwaukee
WI	Brown Deer
WI	Milwaukee
WI	Milwaukee
WI	Wauwatosa
WI	Wauwatosa
WI	West Allis
WI	Greenfield
WI	Milwaukee
WI	Milwaukee
WI	St Francis
WI	Racine
WI	Racine
WI	Racine
WI	Racine
WI	Racine
WI	Albany
WI	Arena
WI	Argyle
WI	Barneveld
WI	Belleville
WI	Belmont
WI	Beloit
WI	Black Earth
WI	Blanchardville
WI	Brodhead
WI	Brooklyn
WI	Cambridge
WI	Clinton
WI	Cottage Grove
WI	Cross Plains
WI	Darlington
WI	Deerfield
WI	De Forest
WI	Dodgeville
WI	Edgerton
WI	Evansville
WI	Footville
WI	Ft Atkinson
WI	Gratiot
WI	Highland
WI	Hollandale
WI	Janesville
WI	Janesville
WI	Janesville
WI	Jefferson
WI	Juda
WI	Lake Mills
WI	Livingston
WI	Lodi
WI	Lone Rock
WI	McFarland
WI	Marshall
WI	Mazomanie
WI	Merrimac
WI	Middleton
WI	Milton
WI	Mineral Point
WI	Monroe
WI	Monticello
WI	Morrisonville
WI	Mt Horeb
WI	Muscoda
WI	New Glarus
WI	Oregon
WI	Orfordville
WI	Plain
WI	Prairie du Sac
WI	Richland Center
WI	Ridgeway
WI	Sauk City
WI	Sharon
WI	Shullsburg
WI	South Wayne
WI	Spring Green
WI	Stoughton
WI	Sun Prairie
WI	Verona
WI	Waterloo
WI	Waunakee
WI	Windsor
WI	Madison
WI	Madison
WI	Madison
WI	Madison
WI	Fitchburg
WI	Madison
WI	Madison
WI	Madison
WI	Madison
WI	Monona
WI	Madison
WI	Madison
WI	Madison
WI	Benton
WI	Bloomington
WI	Boscobel
WI	Cassville
WI	Cuba City
WI	Fennimore
WI	Hazel Green
WI	Lancaster
WI	Patch Grove
WI	Platteville
WI	Potosi
WI	Prairie du Chien
WI	Wauzeka
WI	Portage
WI	Adams
WI	Arlington
WI	Baraboo
WI	Beaver Dam
WI	Brandon
WI	Briggsville
WI	Cambria
WI	Cazenovia
WI	Columbus
WI	Elroy
WI	Endeavor
WI	Fall River
WI	Fox Lake
WI	Grand Marsh
WI	Lake Delton
WI	La Valle
WI	Loganville
WI	Lyndon Station
WI	Markesan
WI	Mauston
WI	Montello
WI	New Lisbon
WI	North Freedom
WI	Oxford
WI	Pardeeville
WI	Poynette
WI	Randolph
WI	Reedsburg
WI	Rio
WI	Waupun
WI	Westfield
WI	Wisconsin Dells
WI	Wonewoc
WI	Amery
WI	Baldwin
WI	Clayton
WI	Clear Lake
WI	Dresser
WI	Ellsworth
WI	Glenwood City
WI	Hager City
WI	Hammond
WI	Hudson
WI	New Richmond
WI	Osceola
WI	Prescott
WI	River Falls
WI	Roberts
WI	St Croix Falls
WI	Somerset
WI	Woodville
WI	Houlton
WI	Abrams
WI	Black Creek
WI	Bonduel
WI	Brillion
WI	Coleman
WI	Combined Locks
WI	Crivitz
WI	De Pere
WI	Florence
WI	Gillett
WI	Goodman
WI	Gresham
WI	Hilbert
WI	Freedom
WI	Kaukauna
WI	Keshena
WI	Kimberly
WI	Krakow
WI	Lena
WI	Little Chute
WI	Marinette
WI	Neopit
WI	Niagara
WI	Oconto
WI	Oconto Falls
WI	Oneida
WI	Pembine
WI	Peshtigo
WI	Pulaski
WI	Seymour
WI	Shawano
WI	Shiocton
WI	Sobieski
WI	Suamico
WI	Suring
WI	Wausaukee
WI	Wrightstown
WI	Algoma
WI	Brussels
WI	Casco
WI	Denmark
WI	Fish Creek
WI	Kewaunee
WI	Luxemburg
WI	Manitowoc
WI	Mishicot
WI	Reedsville
WI	Sturgeon Bay
WI	Two Rivers
WI	Valders
WI	Washington Island
WI	Green Bay
WI	Green Bay
WI	Green Bay
WI	Green Bay
WI	Green Bay
WI	Green Bay
WI	Green Bay
WI	Wausau
WI	Wausau
WI	Abbotsford
WI	Amherst
WI	Antigo
WI	Athens
WI	Hamburg
WI	Auburndale
WI	Birnamwood
WI	Bowler
WI	Colby
WI	Edgar
WI	Elcho
WI	Gilman
WI	Granton
WI	Greenwood
WI	Hatley
WI	Irma
WI	Junction City
WI	Loyal
WI	Marathon
WI	Marshfield
WI	Mattoon
WI	Medford
WI	Merrill
WI	Mosinee
WI	Neillsville
WI	Nekoosa
WI	Ogema
WI	Owen
WI	Pittsville
WI	Plover
WI	Port Edwards
WI	Rib Lake
WI	Ringle
WI	Rosholt
WI	Rothschild
WI	Rudolph
WI	Weston
WI	Schofield
WI	Spencer
WI	Stetsonville
WI	Stevens Point
WI	Stratford
WI	Tigerton
WI	Tomahawk
WI	Vesper
WI	White Lake
WI	Wisconsin Rapids
WI	Wisconsin Rapids
WI	Wittenberg
WI	Rhinelander
WI	Butternut
WI	Crandon
WI	Eagle River
WI	Glidden
WI	Harshaw
WI	Hawkins
WI	Hurley
WI	Lac du Flambeau
WI	Land  Lakes
WI	Laona
WI	Manitowish Waters
WI	Mellen
WI	Mercer
WI	Minocqua
WI	Park Falls
WI	Phelps
WI	Phillips
WI	Prentice
WI	St Germain
WI	Three Lakes
WI	Tony
WI	Wabeno
WI	Arbor Vitae
WI	La Crosse
WI	La Crosse
WI	Alma
WI	Alma Center
WI	Arcadia
WI	Arkdale
WI	Bangor
WI	Black River Falls
WI	Blair
WI	Camp Douglas
WI	Cashton
WI	Coon Valley
WI	De Soto
WI	Ettrick
WI	Fountain City
WI	Galesville
WI	Hillsboro
WI	Holmen
WI	La Farge
WI	Melrose
WI	Necedah
WI	Oakdale
WI	Onalaska
WI	Ontario
WI	Seneca
WI	Soldiers Grove
WI	Sparta
WI	Stoddard
WI	Tomah
WI	Wyeville
WI	Tomah
WI	Trempealeau
WI	Mindoro
WI	Viola
WI	Viroqua
WI	Warrens
WI	Westby
WI	West Salem
WI	Eau Claire
WI	Eau Claire
WI	Altoona
WI	Arkansaw
WI	Augusta
WI	Bloomer
WI	Boyceville
WI	Boyd
WI	Cadott
WI	Chetek
WI	Chippewa Falls
WI	Colfax
WI	Cornell
WI	Downsville
WI	Durand
WI	Eleva
WI	Elk Mound
WI	Elmwood
WI	Fairchild
WI	Fall Creek
WI	Gilmanton
WI	Holcombe
WI	Independence
WI	Jim Falls
WI	Knapp
WI	Menomonie
WI	Merrillan
WI	Mondovi
WI	New Auburn
WI	Osseo
WI	Pepin
WI	Pigeon Falls
WI	Plum City
WI	Prairie Farm
WI	Ridgeland
WI	Spring Valley
WI	Stanley
WI	Strum
WI	Thorp
WI	Whitehall
WI	Spooner
WI	Almena
WI	Ashland
WI	Balsam Lake
WI	Barron
WI	Bayfield
WI	Birchwood
WI	Bruce
WI	Cameron
WI	Cumberland
WI	Drummond
WI	Frederic
WI	Gordon
WI	Grantsburg
WI	Haugen
WI	Hayward
WI	Iron River
WI	Ladysmith
WI	La Pointe
WI	Luck
WI	Maple
WI	Minong
WI	Poplar
WI	Port Wing
WI	Rice Lake
WI	Shell Lake
WI	Siren
WI	Solon Springs
WI	Stone Lake
WI	Superior
WI	Turtle Lake
WI	Washburn
WI	Webster
WI	Winter
WI	Oshkosh
WI	Oshkosh
WI	Oshkosh
WI	Oshkosh
WI	Almond
WI	Appleton
WI	Appleton
WI	Appleton
WI	Freedom
WI	Appleton
WI	Appleton
WI	Berlin
WI	Clintonville
WI	Coloma
WI	Fond du Lac
WI	North Fond du Lac
WI	Fremont
WI	Green Lake
WI	Greenville
WI	Hortonville
WI	Iola
WI	Mauston
WI	Manawa
WI	Marion
WI	Menasha
WI	Neenah
WI	New London
WI	Omro
WI	Pine River
WI	Plainfield
WI	Poy Sippi
WI	Princeton
WI	Readfield
WI	Redgranite
WI	Ripon
WI	Rosendale
WI	Waupaca
WI	Wautoma
WI	Weyauwega
WI	Wild Rose
WI	Winnebago
WI	Winneconne
MN	Bayport
MN	Braham
MN	Cambridge
MN	Cannon Falls
MN	Cedar
MN	Chisago City
MN	Lino Lakes
MN	Circle Pines
MN	Lino Lakes
MN	Cottage Grove
MN	Elko New Market
MN	Faribault
MN	Farmington
MN	Forest Lake
MN	Goodhue
MN	Harris
MN	Hastings
MN	Hinckley
MN	Hugo
MN	Centerville
MN	Isanti
MN	Lake City
MN	Lake Elmo
MN	Lakeland
MN	Lakeville
MN	Lindstrom
MN	Lonsdale
MN	Marine On St Croix
MN	Medford
MN	Mora
MN	Morristown
MN	Nerstrand
MN	Newport
MN	North Branch
MN	Northfield
MN	Owatonna
MN	Pine City
MN	Randolph
MN	Red Wing
MN	Rosemount
MN	Rush City
MN	St Francis
MN	St Paul Park
MN	Sandstone
MN	Scandia
MN	South St Paul
MN	Invergrove Heights
MN	Inver Grove Heights
MN	Inver Grove Heights
MN	Stillwater
MN	Oak Park Heights
MN	Taylors Falls
MN	Wyoming
MN	St Paul
MN	St Paul
MN	St Paul
MN	St Paul
MN	St Paul
MN	St Paul
MN	St Paul
MN	St Paul
MN	Maplewood
MN	North St Paul
MN	St Paul
MN	Maplewood
MN	White Bear Lake
MN	Vadnias Heights
MN	New Brighton
MN	Mounds View
MN	Arden Hills
MN	Moundsview
MN	Roseville
MN	Falcon Heights
MN	St Paul
MN	Mahtomedi
MN	St Paul
MN	Maplewood
MN	St Paul
MN	Little Canada
MN	Maplewood
MN	West St Paul
MN	Mendota Heights
MN	 St Paul
MN	Mendota Heights
MN	St Paul
MN	Maplewood
MN	Oakdale
MN	St Paul
MN	Mendota Heights
MN	Eagan
MN	Eagan
MN	Eagan
MN	Apple Valley
MN	Woodbury
MN	Shoreview
MN	North Oaks
MN	Vadnais Heights
MN	Oakdale
MN	Woodbury
MN	St Paul
MN	Otsego
MN	Albertville
MN	Annandale
MN	Ramsey
MN	Anoka
MN	Oak Grove
MN	Andover
MN	Ham Lake
MN	Minnetonka
MN	Hopkins
MN	Minnetonka
MN	Burnsville
MN	Arlington
MN	Becker
MN	Big Lake
MN	Bird Island
MN	Maple Grove
MN	Buffalo
MN	Hector
MN	Carver
MN	Champlin
MN	Chanhassen
MN	Chaska
MN	Clear Lake
MN	Clearwater
MN	Cokato
MN	Cologne
MN	Dassel
MN	Dayton
MN	Delano
MN	Eden Valley
MN	Elk River
MN	Otsego
MN	Elk River
MN	Excelsior
MN	Fairfax
MN	Franklin
MN	Gaylord
MN	Gibbon
MN	Glencoe
MN	Burnsville
MN	Green Isle
MN	Hanover
MN	Hector
MN	Minnetonka
MN	Hopkins
MN	Eden Prairie
MN	Plymouth
MN	Minnetonka
MN	Eden Prairie
MN	Eden Prairie
MN	Howard Lake
MN	Hutchinson
MN	Jordan
MN	Nofoundcity
MN	Milaca
MN	Kimball
MN	Lester Prairie
MN	Litchfield
MN	Long Lake
MN	Maple Lake
MN	Maple Plain
MN	Monticello
MN	Montrose
MN	Minnetrista
MN	Mound
MN	Minnetrista
MN	Norwood Young America
MN	Maple Grove
MN	Osseo
MN	Cambridge Mn
MN	Princeton
MN	Prior Lake
MN	Rockford
MN	Rogers
MN	St Bonifacius
MN	St Michael
MN	Savage
MN	Shakopee
MN	Silver Lake
MN	Victoria
MN	Waconia
MN	Watertown
MN	Watkins
MN	Waverly
MN	Wayzata
MN	Winsted
MN	Winthrop
MN	Zimmerman
MN	Minneapolis
MN	Brainerd
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	Edina
MN	Minneapolis
MN	Minneapolis
MN	Golden Valley
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	Minneapolis
MN	St Louis Park
MN	Minneapolis
MN	Minneapolis
MN	St Anthony
MN	Minneapolis
MN	Bloomington
MN	Bloomington
MN	Columbia Heights
MN	Minneapolis
MN	Columbia Heights
MN	Robbinsdale
MN	Crystal
MN	Minneapolis
MN	Golden Valley
MN	Robbinsdale
MN	Richfield
MN	Edina
MN	Bloomington
MN	St Louis Park
MN	New Hope
MN	Crystal
MN	Golden Valley
MN	New Hope
MN	Brooklyn Park
MN	Crystal
MN	Crystal
MN	Brooklyn Center
MN	Brooklyn Park
MN	Brooklyn Center
MN	Brooklyn Center
MN	Minneapolis
MN	Bloomington
